identifier,latitude_start,longitude_start,routeName,latitude_end,longitude_end,,Lat_Difference,Lon_Difference,Sum
4733,49.28123839,-123.1084552,Beatty,49.28082243,-123.1090832,Beatty,415.9615702,628.058515,1044.020085
2079,49.27701624,-123.1302827,Hornby,49.27660035,-123.1309109,Hornby,415.891756,628.12275,1044.014506
367,49.27560805,-123.1227281,Homer,49.27519219,-123.1233562,Homer,415.8598047,628.15334,1044.013145
148,49.29413909,-123.1372455,Chilco,49.29372279,-123.1378732,Chilco,416.3056161,627.704048,1044.009664
4237,49.28652994,-123.1366853,Cardero,49.2861138,-123.1373131,Cardero,416.1414259,627.861644,1044.00307
2053,49.27589552,-123.1319755,Hornby,49.27547964,-123.1326036,Hornby,415.8740686,628.12873,1044.002799
368,49.27519219,-123.1233562,Homer,49.27477633,-123.1239844,Homer,415.8632368,628.138653,1044.00189
1102,49.28108642,-123.1106043,Cambie,49.28067041,-123.1112323,Cambie,416.0091839,627.991664,1044.000848
369,49.27477633,-123.1239844,Homer,49.27436046,-123.1246125,Homer,415.8666732,628.128092,1043.994765
370,49.27436046,-123.1246125,Homer,49.27394456,-123.1252406,Homer,415.8970606,628.085845,1043.982906
402,49.27410783,-123.1308614,Seabreeze,49.27369193,-123.1314895,Seabreeze,415.895075,628.079623,1043.974698
721,49.26106017,-123.0320427,Central Valley,49.26127065,-123.0312093,Central Valley,210.4821252,833.462981,1043.945106
153,49.29205828,-123.1403848,Chilco,49.2916419,-123.1410123,Chilco,416.3856098,627.546495,1043.932105
4728,49.27674964,-123.1152392,Beatty,49.2763336,-123.1158671,Beatty,416.0436017,627.886619,1043.930221
4234,49.28777878,-123.1348023,Cardero,49.28736244,-123.1354299,Cardero,416.3376318,627.561379,1043.899011
4238,49.2861138,-123.1373131,Cardero,49.28569745,-123.1379406,Cardero,416.3513541,627.521857,1043.873211
4271,49.28710417,-123.1170516,Burrard,49.28668778,-123.117679,Burrard,416.3940581,627.465574,1043.859632
3998,49.26676571,-123.132429,Seaside Bypass,49.2669757,-123.1332629,Seaside Bypass,209.9877522,833.852181,1043.839933
4236,49.28694637,-123.1360578,Cardero,49.28652994,-123.1366853,Cardero,416.4252988,627.41351,1043.838809
357,49.27976206,-123.1164392,Homer,49.27934567,-123.1170666,Homer,416.3822115,627.385964,1043.768175
3347,49.27567828,-123.1303841,Seaside Bypass,49.27609463,-123.1310114,Seaside Bypass,416.3522662,627.364337,1043.716603
799,49.28874107,-123.0388551,Portside,49.288528,-123.0380245,Portside,213.0710097,830.632882,1043.703892
4730,49.27591712,-123.1164943,Beatty,49.27550063,-123.1171215,Beatty,416.4905465,627.190805,1043.681352
4729,49.2763336,-123.1158671,Beatty,49.27591712,-123.1164943,Beatty,416.4781245,627.201388,1043.679512
1285,49.20375185,-123.1369519,Cypress,49.20352568,-123.1361346,Cypress,226.1651163,817.350612,1043.515728
3489,49.29188042,-123.1284314,Seaside,49.29229763,-123.1278051,Seaside,417.2153332,626.262902,1043.478235
3519,49.29753511,-123.1570471,Seaside,49.2979408,-123.1576849,Seaside,405.6855182,637.789405,1043.474923
3490,49.29229763,-123.1278051,Seaside,49.29271486,-123.1271789,Seaside,417.2208884,626.251445,1043.472333
4244,49.2836197,-123.1410844,Cardero,49.28320267,-123.1417108,Cardero,417.0273482,626.433574,1043.460922
3912,49.24689511,-123.1565302,29th Ave Bikeway,49.24668151,-123.1573601,29th Ave Bikeway,213.5948007,829.855301,1043.450102
3658,49.28843512,-123.1428385,Seaside,49.28885202,-123.143465,Seaside,416.9055083,626.528676,1043.434184
5060,49.24483492,-123.1524969,Valley,49.24441854,-123.1518699,Valley,416.3822511,626.958915,1043.341166
355,49.2805965,-123.115187,Homer,49.28017928,-123.1158131,Homer,417.219616,626.111311,1043.330927
356,49.28017928,-123.1158131,Homer,49.27976206,-123.1164392,Homer,417.2230323,626.102123,1043.325155
183,49.27116625,-123.0946271,South Terminal,49.2709578,-123.0937923,South Terminal,208.4485902,834.819768,1043.268358
508,49.27827284,-123.1343872,Thurlow,49.27785754,-123.1350151,Thurlow,415.2931089,627.946342,1043.239451
5061,49.24441854,-123.1518699,Valley,49.24400198,-123.1512432,Valley,416.5659669,626.667269,1043.233236
3416,49.27611531,-123.2141726,Seaside,49.2763348,-123.2149963,Seaside,219.4912139,823.677899,1043.169113
2427,49.27153326,-123.1897474,Seaside,49.2713251,-123.1905824,Seaside,208.1558861,834.994488,1043.150374
3411,49.27525276,-123.2114357,Seaside,49.27546304,-123.2122686,Seaside,210.2738382,832.840789,1043.114627
3700,49.27100825,-123.1210421,Seaside,49.27142567,-123.1204164,Seaside,417.4191125,625.675874,1043.094987
1073,49.29259468,-123.13374,Seaside,49.29301292,-123.1331154,Seaside,418.2406749,624.656575,1042.89725
1823,49.27373469,-123.12748,Pacific,49.27415257,-123.128105,Pacific,417.8729592,625.017801,1042.89076
1101,49.28150455,-123.1099796,Cambie,49.28108642,-123.1106043,Cambie,418.1254651,624.697612,1042.823077
1826,49.27498887,-123.1293542,Pacific,49.275407,-123.1299788,Pacific,418.1330532,624.610257,1042.74331
1824,49.27415257,-123.128105,Pacific,49.27457071,-123.1287296,Pacific,418.1398811,624.591888,1042.731769
1825,49.27457071,-123.1287296,Pacific,49.27498887,-123.1293542,Pacific,418.1634942,624.564025,1042.727519
1761,49.20425265,-123.0367588,Fraser River Trail,49.20451551,-123.0375386,Fraser River Trail,262.8616327,779.784161,1042.645794
184,49.2709578,-123.0937923,South Terminal,49.27075115,-123.0929564,South Terminal,206.6547581,835.852726,1042.507484
882,49.24344111,-123.0273145,Midtown,49.24318404,-123.0265291,Midtown,257.07172,785.399689,1042.471409
186,49.27054493,-123.0921203,South Terminal,49.2703387,-123.0912842,South Terminal,206.2259059,836.099151,1042.325057
185,49.27075115,-123.0929564,South Terminal,49.27054493,-123.0921203,South Terminal,206.2198453,836.104738,1042.324583
187,49.2703387,-123.0912842,South Terminal,49.27013256,-123.0904481,South Terminal,206.1419738,836.145634,1042.287608
151,49.29289378,-123.139134,Chilco,49.2924744,-123.1397568,Chilco,419.3864329,622.836473,1042.222906
2744,49.27497996,-123.1158218,Expo Blvd,49.27457352,-123.1164576,Expo Blvd,406.4479555,635.740041,1042.187996
317,49.3003634,-123.1426173,Stanley Pk Causeway,49.29994216,-123.1419972,Stanley Pk Causeway,421.2349502,620.047557,1041.282507
3455,49.27865152,-123.1436284,Seaside,49.27844831,-123.1427904,Seaside,203.2061045,837.960358,1041.166462
1916,49.3050594,-123.1395487,Stanley Park trails,49.30482373,-123.1403541,Stanley Park trails,235.6676869,805.449312,1041.116999
3121,49.28467795,-123.1109534,Richards,49.28425662,-123.1115731,Richards,421.3278909,619.641439,1040.96933
1074,49.29301292,-123.1331154,Seaside,49.29343486,-123.1324966,Seaside,421.9455698,618.816344,1040.761914
182,49.27136904,-123.0954647,South Terminal,49.27116625,-123.0946271,South Terminal,202.7913232,837.540502,1040.331825
2033,49.31190155,-123.1394545,Stanley Park trails,49.31151006,-123.1388058,Stanley Park trails,391.496727,648.741199,1040.237926
4197,49.27308261,-123.1250151,Pacific,49.27329217,-123.1241846,Pacific,209.5661181,830.575265,1040.141383
789,49.28880996,-123.0316616,Portside,49.28913562,-123.0309472,Portside,325.6655771,714.469406,1040.134983
3747,49.27045344,-123.1160501,Seaside,49.27080185,-123.1153585,Seaside,348.4108295,691.598684,1040.009513
1937,49.3003836,-123.1541815,Stanley Park trails,49.30058903,-123.155016,Stanley Park trails,205.4301677,834.572048,1040.002216
3418,49.27622951,-123.215126,Seaside,49.27647732,-123.2159181,Seaside,247.80632,792.102914,1039.909234
1352,49.25134701,-123.1523337,W King Edward,49.25155662,-123.1531639,W King Edward,209.6065781,830.195011,1039.801589
803,49.28704924,-123.0335542,Portside,49.28675644,-123.0328072,Portside,292.8030979,746.957845,1039.760943
1371,49.24808807,-123.1678461,W King Edward,49.24841735,-123.1685566,W King Edward,329.2795669,710.481376,1039.760943
4400,49.27927346,-123.1022161,Keefer,49.2794734,-123.1013763,Keefer,199.9471214,839.801013,1039.748134
2237,49.26800645,-123.0967106,Central Valley,49.26838281,-123.0973736,Central Valley,376.3599469,663.022269,1039.382216
3527,49.3015431,-123.1580515,Seaside,49.30179367,-123.1572629,Seaside,250.5744224,788.687705,1039.262127
3413,49.27570277,-123.2130782,Seaside,49.27597039,-123.2138498,Seaside,267.6208016,771.578011,1039.198813
1796,49.20107173,-123.1397084,Fraser River Trail,49.20079227,-123.1389488,Fraser River Trail,279.4583116,759.657478,1039.11579
3805,49.26841821,-123.2036915,4th Ave,49.26861691,-123.2045318,4th Ave,198.7038199,840.305506,1039.009326
2424,49.27229765,-123.1873529,Seaside,49.27206049,-123.1881547,Seaside,237.1569727,801.805771,1038.962744
1985,49.29679869,-123.1502354,Stanley Park trails,49.29718922,-123.149587,Stanley Park trails,390.5292792,648.391958,1038.921237
5480,49.27766724,-123.1060366,Dunsmuir,49.27786669,-123.1068759,Dunsmuir,199.4415692,839.276786,1038.718355
3481,49.29548361,-123.1459898,Seaside,49.29512554,-123.1453092,Seaside,358.0760209,680.572477,1038.648498
3806,49.26861691,-123.2045318,4th Ave,49.2688147,-123.2053726,4th Ave,197.7882797,840.81707,1038.60535
774,49.29283524,-123.024227,Portside,49.29303125,-123.0233848,Portside,196.016077,842.199524,1038.215601
3397,49.2742648,-123.2001319,Seaside,49.27449805,-123.2009368,Seaside,233.2517305,804.890123,1038.141853
3230,49.20535278,-123.1414284,Cypress,49.20572636,-123.1420928,Cypress,373.5779091,664.384868,1037.962777
4562,49.25878773,-123.0460754,Central Valley,49.2590694,-123.0453194,Central Valley,281.669236,756.023835,1037.693071
2892,49.21105615,-123.0744525,Knight St Bridge,49.21063246,-123.0750664,Knight St Bridge,423.6975471,613.872782,1037.570329
3600,49.29963417,-123.1185875,Seaside,49.30003758,-123.1179535,Seaside,403.415718,634.03113,1037.446848
3997,49.26657004,-123.1315874,Seaside Bypass,49.26676571,-123.132429,Seaside Bypass,195.6736322,841.558087,1037.231719
3586,49.30271937,-123.1293713,Seaside,49.30251715,-123.1285364,Seaside,202.2146696,834.966129,1037.180799
3426,49.27734191,-123.2219919,Seaside,49.27757257,-123.222798,Seaside,230.6682858,806.138612,1036.806898
5701,49.2838856,-123.0883371,Alexander,49.28368014,-123.0875058,Alexander,205.4648996,831.305302,1036.770202
3517,49.29766526,-123.155348,Seaside,49.29746727,-123.1561868,Seaside,197.9895714,838.763357,1036.752928
3688,49.27189298,-123.129236,Seaside,49.27150782,-123.1285845,Seaside,385.1669791,651.500097,1036.667076
3583,49.30376315,-123.1314478,Seaside,49.30334825,-123.1308261,Seaside,414.9061676,621.721113,1036.627281
1920,49.30379768,-123.1424107,Stanley Park trails,49.30360394,-123.143253,Stanley Park trails,193.7440503,842.313987,1036.058037
790,49.28913562,-123.0309472,Portside,49.28956143,-123.030337,Portside,425.8039367,610.137438,1035.941375
3663,49.29033896,-123.146124,Seaside,49.29058866,-123.1469101,Seaside,249.7075263,786.121866,1035.829392
3380,49.27112892,-123.1925744,Seaside,49.27154638,-123.1931927,Seaside,417.4514204,618.338209,1035.789629
1783,49.20677876,-123.1513562,Fraser River Trail,49.20636732,-123.1507318,Fraser River Trail,411.438031,624.349011,1035.787042
1953,49.29789458,-123.1534765,Stanley Park trails,49.29813765,-123.1542691,Stanley Park trails,243.0641672,792.573131,1035.637298
1815,49.21556622,-123.167677,Fraser River Trail,49.21537165,-123.166836,Fraser River Trail,194.5735891,841.013265,1035.586854
2470,49.29173623,-123.1443773,Comox-Helmcken,49.29130665,-123.1437716,Comox-Helmcken,429.5824457,605.724182,1035.306628
5615,49.26762995,-123.0949169,Central Valley,49.26733651,-123.0941753,Central Valley,293.4372073,741.639373,1035.07658
3515,49.29732953,-123.1538302,Seaside,49.29772034,-123.1544744,Seaside,390.8077023,644.218153,1035.025855
1806,49.21636496,-123.1752829,Fraser River Trail,49.21614664,-123.1744662,Fraser River Trail,218.3204648,816.696918,1035.017383
70,49.29160074,-123.0465086,Portside,49.29141193,-123.0456626,Portside,188.8128371,846.011634,1034.824471
71,49.29141193,-123.0456626,Portside,49.29122311,-123.0448166,Portside,188.8190395,846.003801,1034.822841
3610,49.29636968,-123.1352752,Seaside,49.2967868,-123.1346578,Seaside,417.1248826,617.441868,1034.566751
3327,49.24710983,-123.1687958,Ridgeway,49.24753016,-123.1694099,Ridgeway,420.3300291,614.072447,1034.402476
3457,49.27809648,-123.1420918,Seaside,49.27768224,-123.1414717,Seaside,414.2409893,620.102321,1034.34331
3643,49.28043147,-123.139628,Seaside,49.28086351,-123.1402302,Seaside,432.0469743,602.135397,1034.182371
3410,49.27505545,-123.2105989,Seaside,49.27525276,-123.2114357,Seaside,197.3104692,836.846486,1034.156955
47,49.29205124,-123.0485461,Portside,49.29186415,-123.0476992,Portside,187.0974512,846.909759,1034.00721
48,49.29186415,-123.0476992,Portside,49.29167705,-123.0468523,Portside,187.0946709,846.903344,1033.998015
5032,49.24417526,-123.1643102,Ridgeway,49.24458802,-123.164931,Ridgeway,412.7615765,620.724206,1033.485783
4216,49.29065898,-123.1244449,Seaside,49.29046092,-123.1252803,Seaside,198.0586569,835.364329,1033.422986
676,49.29791167,-123.1375904,Stanley Pk,49.29748959,-123.1369791,Stanley Pk,422.0820191,611.293315,1033.375334
3343,49.24294524,-123.1609246,Ridgeway,49.24337788,-123.1615254,Ridgeway,432.6423271,600.71253,1033.354857
3342,49.2425126,-123.1603239,Ridgeway,49.24294524,-123.1609246,Ridgeway,432.6364971,600.703377,1033.339874
3345,49.24381073,-123.1621257,Ridgeway,49.24424357,-123.1627261,Ridgeway,432.843395,600.371491,1033.214886
3344,49.24337788,-123.1615254,Ridgeway,49.24381073,-123.1621257,Ridgeway,432.8465489,600.367863,1033.214412
1056,49.27141736,-123.2025127,Seaside Bypass,49.27184984,-123.2031134,Seaside Bypass,432.4781893,600.720915,1033.199104
768,49.29068781,-123.0283029,Portside,49.2911217,-123.0277037,Portside,433.8918712,599.181268,1033.073139
769,49.2911217,-123.0277037,Portside,49.29155558,-123.0271045,Portside,433.8797378,599.190415,1033.070153
188,49.27013256,-123.0904481,South Terminal,49.26994357,-123.0896041,South Terminal,188.9881074,843.992517,1032.980624
3553,49.31282105,-123.1482232,Seaside,49.31301161,-123.1473808,Seaside,190.5597656,842.393676,1032.953442
250,49.20542957,-123.120815,E Kent,49.20524169,-123.1216599,E Kent,187.8811754,844.982072,1032.863247
3671,49.29400372,-123.1494505,Seaside,49.29438199,-123.148796,Seaside,378.27255,654.510353,1032.782903
3548,49.3114522,-123.1520011,Seaside,49.31188222,-123.1513989,Seaside,430.0202768,602.234389,1032.254666
51,49.29198053,-123.0504103,Portside,49.29216386,-123.0495615,Portside,183.3377123,848.829901,1032.167613
50,49.29179718,-123.0512591,Portside,49.29198053,-123.0504103,Portside,183.3439512,848.8236,1032.167551
68,49.29132165,-123.053461,Portside,49.29150497,-123.0526121,Portside,183.3151716,848.836187,1032.151359
4185,49.27210791,-123.1261482,Homer,49.27167709,-123.1267495,Homer,430.8172507,601.333102,1032.150353
67,49.29113834,-123.0543098,Portside,49.29132165,-123.053461,Portside,183.3124147,848.828521,1032.140936
238,49.21000543,-123.07838,Knigth St Bridge,49.20978705,-123.077567,Knigth St Bridge,218.3785258,813.001719,1031.380245
1755,49.20297889,-123.0318496,Fraser River Trail,49.20316423,-123.0326956,Fraser River Trail,185.3456355,845.973443,1031.319079
3584,49.30334825,-123.1308261,Seaside,49.30295619,-123.1301869,Seaside,392.060193,639.177811,1031.238004
3589,49.30253236,-123.1267771,Seaside,49.30221025,-123.126068,Seaside,322.1050791,709.071735,1031.176814
1764,49.20496097,-123.0391542,Fraser River Trail,49.20515738,-123.0399888,Fraser River Trail,196.4051787,834.674994,1031.080173
3781,49.27023518,-123.137649,Seaside,49.26983159,-123.1370215,Seaside,403.5973643,627.424589,1031.021953
1758,49.20349183,-123.0343679,Fraser River Trail,49.20370015,-123.0351905,Fraser River Trail,208.3172841,822.60304,1030.920324
1771,49.2071918,-123.0686359,Fraser River Trail,49.20743225,-123.0694263,Fraser River Trail,240.4485466,790.40762,1030.856167
3715,49.27424471,-123.111164,Seaside,49.27460916,-123.1104987,Seaside,364.4486006,665.323416,1029.772017
3205,49.27505022,-123.144735,Seaside Bypass,49.27525058,-123.1455645,Seaside Bypass,200.3513938,829.417181,1029.768575
1751,49.20234732,-123.0284574,Fraser River Trail,49.2025362,-123.0292982,Fraser River Trail,188.8799669,840.846749,1029.726716
4104,49.24059857,-123.14824,Arbutus Greenway,49.24040797,-123.1490791,Arbutus Greenway,190.6005415,839.079965,1029.680506
1990,49.29772485,-123.1461433,Stanley Park trails,49.29795926,-123.1453485,Stanley Park trails,234.4087511,794.862153,1029.270904
4190,49.27404077,-123.1154663,Pacific,49.27422386,-123.1146203,Pacific,183.0849196,846.057407,1029.142327
4436,49.20942216,-123.0731023,Kent,49.20923952,-123.0722558,Kent,182.6384583,846.491009,1029.129467
3786,49.26844236,-123.1345632,Seaside,49.26819684,-123.1337796,Seaside,245.5225733,783.588762,1029.111335
3914,49.24634573,-123.1580869,29th Ave Bikeway,49.24590802,-123.1586781,29th Ave Bikeway,437.7091479,591.223892,1028.93304
1918,49.30447592,-123.1409963,Stanley Park trails,49.30410265,-123.1416519,Stanley Park trails,373.2636732,655.607897,1028.87157
2909,49.20640786,-123.0621804,Kent,49.20622799,-123.0613315,Kent,179.8657677,848.950768,1028.816536
1986,49.29718922,-123.149587,Stanley Park trails,49.2974041,-123.1487731,Stanley Park trails,214.8835037,813.886185,1028.769689
1915,49.30526231,-123.1387233,Stanley Park trails,49.3050594,-123.1395487,Stanley Park trails,202.9166883,825.38402,1028.300708
3447,49.27746862,-123.149375,Seaside,49.27727881,-123.1485365,Seaside,189.8149445,838.48192,1028.296864
2737,49.27787478,-123.1117165,Expo Blvd,49.27766807,-123.1125381,Expo Blvd,206.7149773,821.55079,1028.265767
5254,49.21785672,-123.0689891,North Arm Trail,49.21804285,-123.0681471,North Arm Trail,186.1263534,842.04279,1028.169143
3356,49.26510686,-123.1934936,Off-Broadway,49.2652823,-123.1943458,Off-Broadway,175.4423837,852.253773,1027.696157
62,49.29089487,-123.0554874,Portside,49.29106914,-123.0546341,Portside,174.2740388,853.265068,1027.539107
3425,49.27716534,-123.2211409,Seaside,49.27734191,-123.2219919,Seaside,176.5629798,850.970144,1027.533124
3557,49.31349894,-123.1448659,Seaside,49.31367941,-123.1440188,Seaside,180.4755034,847.040166,1027.515669
3684,49.27311815,-123.1313569,Seaside,49.27269513,-123.1307526,Seaside,423.0151444,604.301336,1027.31648
717,49.26021682,-123.0350708,Central Valley,49.26039509,-123.0342218,Central Valley,178.2697751,848.998221,1027.267996
3578,49.30620503,-123.1336671,Seaside,49.30580189,-123.133043,Seaside,403.1346739,624.103543,1027.238217
2742,49.27586395,-123.1146519,Expo Blvd,49.27542228,-123.1152374,Expo Blvd,441.6705012,585.540298,1027.210799
3384,49.27171404,-123.1926731,Seaside,49.27153984,-123.1918201,Seaside,174.2030635,852.961493,1027.164556
1812,49.21605994,-123.1700264,Fraser River Trail,49.21588406,-123.1691753,Fraser River Trail,175.8853679,851.176389,1027.061757
2735,49.27805144,-123.1100113,Expo Blvd,49.27784099,-123.1108278,Expo Blvd,210.4579655,816.477856,1026.935822
5625,49.28987695,-123.119616,Seaside,49.2900548,-123.1204649,Seaside,177.8520744,848.920203,1026.772277
2743,49.27542228,-123.1152374,Expo Blvd,49.27497996,-123.1158218,Expo Blvd,442.3110505,584.429903,1026.740953
5268,49.21790506,-123.0565586,North Arm Trail,49.21762927,-123.0558078,North Arm Trail,275.7898149,750.769386,1026.559201
1051,49.26888609,-123.201254,Seaside Bypass,49.26917827,-123.2019882,Seaside Bypass,292.1782826,734.229551,1026.407834
3623,49.29711294,-123.1267955,Seaside,49.29753926,-123.1261958,Seaside,426.3252166,599.777081,1026.102298
3423,49.27682213,-123.2194324,Seaside,49.27699375,-123.2202866,Seaside,171.6129101,854.278302,1025.891212
3424,49.27699375,-123.2202866,Seaside,49.27716534,-123.2211409,Seaside,171.5975852,854.28417,1025.881755
1765,49.20515738,-123.0399888,Fraser River Trail,49.20533464,-123.0408373,Fraser River Trail,177.2612841,848.43412,1025.695404
3665,49.29103978,-123.1474762,Seaside,49.29148392,-123.1480576,Seaside,444.1394717,581.347746,1025.487218
3526,49.30122927,-123.1587627,Seaside,49.3015431,-123.1580515,Seaside,313.8260815,711.12882,1024.954902
326,49.27011725,-123.1006575,Central Valley,49.26982352,-123.0999264,Central Valley,293.7241345,731.169248,1024.893382
4003,49.268,-123.1364451,Seaside Bypass,49.26844327,-123.1370262,Seaside Bypass,443.2703263,581.18125,1024.451576
1743,49.20145987,-123.023524,Fraser River Trail,49.20163444,-123.0243737,Fraser River Trail,174.575514,849.783625,1024.359139
1863,49.28339314,-123.0323665,Hastings Park,49.28366273,-123.0331205,Hastings Park,269.5875646,753.967476,1023.555041
4223,49.29144998,-123.1292561,Cardero,49.29104207,-123.1298717,Cardero,407.9102477,615.570636,1023.480884
2727,49.27766159,-123.1038353,Adanac,49.27783319,-123.1046867,Adanac,171.5974602,851.427238,1023.024698
3552,49.3126518,-123.1490769,Seaside,49.31282105,-123.1482232,Seaside,169.2530328,853.693353,1022.946386
249,49.20559797,-123.1199605,E Kent,49.20542957,-123.120815,E Kent,168.4010246,854.468475,1022.8695
5746,49.2422818,-123.0484008,Wales-Duchess,49.24207339,-123.0475865,Wales-Duchess,208.4051901,814.32674,1022.73193
3508,49.29541631,-123.1495719,Seaside,49.29575251,-123.1502584,Seaside,336.2029454,686.509942,1022.712887
3619,49.29654819,-123.1290721,Seaside,49.29612862,-123.1284691,Seaside,419.5726955,603.052218,1022.624913
5274,49.21808375,-123.0552194,North Arm Trail,49.217638,-123.0557962,North Arm Trail,445.7502304,576.817249,1022.567479
1932,49.30063651,-123.1499108,Stanley Park trails,49.30047238,-123.1507689,Stanley Park trails,164.1354692,858.115814,1022.251283
3748,49.27080185,-123.1153585,Seaside,49.2711317,-123.1146662,Seaside,329.8502528,692.276912,1022.127165
3507,49.29496862,-123.1489975,Seaside,49.29541631,-123.1495719,Seaside,447.6846128,574.405539,1022.090152
746,49.26536043,-123.0821797,Central Valley,49.26552486,-123.083037,Central Valley,164.4309756,857.375467,1021.806443
747,49.26552486,-123.083037,Central Valley,49.26568925,-123.0838944,Central Valley,164.397611,857.393483,1021.791094
748,49.26568925,-123.0838944,Central Valley,49.26585364,-123.0847518,Central Valley,164.3822456,857.399158,1021.781404
749,49.26585364,-123.0847518,Central Valley,49.26601772,-123.0856094,Central Valley,164.078932,857.541785,1021.620717
752,49.26634575,-123.0873245,Central Valley,49.26650977,-123.0881821,Central Valley,164.0238206,857.575252,1021.599073
751,49.26618173,-123.086467,Central Valley,49.26634575,-123.0873245,Central Valley,164.0211963,857.572308,1021.593504
753,49.26650977,-123.0881821,Central Valley,49.26667378,-123.0890397,Central Valley,164.0084512,857.582287,1021.590738
750,49.26601772,-123.0856094,Central Valley,49.26618173,-123.086467,Central Valley,164.0095738,857.573471,1021.583045
2019,49.31191636,-123.1445604,Stanley Park trails,49.31212408,-123.1437466,Stanley Park trails,207.723229,813.812223,1021.535452
1798,49.20064059,-123.138087,Fraser River Trail,49.20046864,-123.1372376,Fraser River Trail,171.9583632,849.403585,1021.361948
3763,49.26810173,-123.1259399,Seaside,49.26770548,-123.1253151,Seaside,396.2519506,624.719759,1020.97171
3692,49.27077946,-123.1264187,Seaside,49.27122857,-123.1258468,Seaside,449.1067169,571.863298,1020.970015
3563,49.31316233,-123.1404968,Seaside,49.3129334,-123.1397052,Seaside,228.9289503,791.578336,1020.507286
5684,49.28353456,-123.1034031,Alexander,49.28369607,-123.1025441,Alexander,161.5092444,858.984055,1020.493299
5685,49.28369607,-123.1025441,Alexander,49.28385718,-123.101685,Alexander,161.107226,859.166492,1020.273718
3693,49.27122857,-123.1258468,Seaside,49.27167897,-123.1252771,Seaside,450.3968898,569.772633,1020.169523
194,49.26929719,-123.0853391,South Terminal,49.26913591,-123.0844803,South Terminal,161.2734036,858.841101,1020.114505
193,49.26945845,-123.086198,South Terminal,49.26929719,-123.0853391,South Terminal,161.2580159,858.848052,1020.106068
192,49.2696197,-123.0870568,South Terminal,49.26945845,-123.086198,South Terminal,161.2516244,858.853643,1020.105267
5686,49.28385718,-123.101685,Alexander,49.28401793,-123.1008256,Alexander,160.7591493,859.319923,1020.079072
3466,49.28958599,-123.1151053,Seaside,49.28976444,-123.1159467,Seaside,178.4503692,841.492217,1019.942586
3555,49.31311257,-123.1465045,Seaside,49.31332597,-123.1456981,Seaside,213.3944087,806.359578,1019.753987
3559,49.31377565,-123.1431501,Seaside,49.31395732,-123.1423124,Seaside,181.6657629,837.704255,1019.370018
4806,49.24430244,-123.1105694,29th Ave Bikeway,49.24474976,-123.1111413,29th Ave Bikeway,447.3240665,571.867589,1019.191655
1744,49.20163444,-123.0243737,Fraser River Trail,49.20180355,-123.0252235,Fraser River Trail,169.1091219,849.726426,1018.835548
3591,49.30174633,-123.1255239,Seaside,49.30129441,-123.1249573,Seaside,451.9228468,566.587049,1018.509896
1925,49.3036384,-123.1466435,Stanley Park trails,49.30332232,-123.1473456,Stanley Park trails,316.0830093,702.141734,1018.224743
1745,49.20180355,-123.0252235,Fraser River Trail,49.20196357,-123.0260813,Fraser River Trail,160.0157805,857.841783,1017.857564
4285,49.2807502,-123.1057699,Pender,49.28090688,-123.106631,Pender,156.6782515,861.027336,1017.705588
4286,49.28090688,-123.106631,Pender,49.28106354,-123.107492,Pender,156.6628323,861.032761,1017.695593
4287,49.28106354,-123.107492,Pender,49.28121988,-123.1083532,Pender,156.3414474,861.176387,1017.517834
4282,49.28049929,-123.1043865,Pender,49.28065544,-123.1052477,Pender,156.1576548,861.241585,1017.39924
3664,49.29058866,-123.1469101,Seaside,49.29103978,-123.1474762,Seaside,451.11509,566.087657,1017.202747
2961,49.20591052,-123.1182007,E Kent,49.20575264,-123.1190599,E Kent,157.8773817,859.212624,1017.090006
2960,49.20606839,-123.1173415,E Kent,49.20591052,-123.1182007,E Kent,157.8709899,859.218104,1017.089094
3694,49.27167897,-123.1252771,Seaside,49.27209577,-123.1246768,Seaside,416.8028523,600.207267,1017.010119
3338,49.25225189,-123.1745004,Ridgeway,49.25270583,-123.1750633,Ridgeway,453.9380251,562.960935,1016.89896
5062,49.24400198,-123.1512432,Valley,49.24355381,-123.1506746,Valley,448.1643478,568.664078,1016.828426
800,49.288528,-123.0380245,Portside,49.28836612,-123.0371696,Portside,161.8777059,854.862734,1016.74044
4219,49.29087369,-123.1268527,Seaside,49.29126761,-123.1274754,Seaside,393.9236795,622.630371,1016.55405
4288,49.28121988,-123.1083532,Pender,49.28137445,-123.1092151,Pender,154.5712693,861.919029,1016.490298
2741,49.2763162,-123.114088,Expo Blvd,49.27586395,-123.1146519,Expo Blvd,452.2513886,563.830385,1016.081774
3453,49.27843141,-123.1452471,Seaside,49.27870864,-123.1445083,Seaside,277.2223799,738.774853,1015.997233
3337,49.25179695,-123.1739395,Ridgeway,49.25225189,-123.1745004,Ridgeway,454.9423986,560.883306,1015.825705
179,49.27181312,-123.0980573,South Terminal,49.27165851,-123.0971961,South Terminal,154.6013281,861.219906,1015.821234
316,49.30081943,-123.1431762,Stanley Pk Causeway,49.3003634,-123.1426173,Stanley Pk Causeway,456.0376214,558.917748,1014.955369
3917,49.24526943,-123.1601558,29th Ave Bikeway,49.24511328,-123.1610145,29th Ave Bikeway,156.145583,858.712012,1014.857595
4111,49.24047795,-123.1542338,Arbutus Greenway,49.24003254,-123.154803,Arbutus Greenway,445.4142876,569.20909,1014.623378
